Sentence,Protein,UniProtId,Phenotype,HPOId,type,Label
"An increase in NOX2-dependent ROS generation associated with endothelial dysfunction has also been reported in saphenous veins obtained from patients with heart failure [26], suggesting that increased PROT activation may have wider systemic effects in the setting of PHENO.",NOX2,P04839,heart failure,HP:0001635,ft,Good-CoM
"The prognosis of leukemia patients with PROT rearrangement varies widely, depending upon the partner gene, PHENO cell lineage, age of the patient and the treatment administered.",MLL,Q03164,leukemia,HP:0001909,ft,Good-CoM
Treatment with the PROT inhibitor PG-11144 and the DNMT inhibitor 5-aza-2-deoxycytidine resulted in significant inhibition of the growth of established tumors in a xenograft model of human PHENO in nude mice [55].,LSD1,O60341,colon cancer,HP:0003003,ft,Good-CoM
"Thus E7080, by targeting both FGFR1 and PROT, may have efficacy in patients with metastatic PHENO.",VEGFR2,P35968,melanoma,HP:0002861,ft,Good-CoM
Mice and humans deficient in the PROT gene completely lack OC and exhibit variable forms of PHENO.,RANKL,O14788,osteopetrosis,HP:0011002,ft,Good-CoM
"For instance, an allele of the PROT gene c.1247G>A polymorphism was found to be strongly associated with the adverse drug reactions of carbamazepine in 146 patients with PHENO and in 279 patients in a replication study [25].",MRP2,Q92887,epilepsy,HP:0001250,ft,Good-CoM
"In addition, in patients with PHENO (RA), IL-17 is involved in the destruction of the extracellular matrix and juxtaarticular bone resorption, through the induction of synthesis of PROT and matrix metalloproteases [14, 15].",RANKL,O14788,rheumatoid arthritis,HP:0001370,ft,Good-CoM
"Mutations in the human MLC2 gene have been associated with hypertrophic cardiomyopathy and lack of PROT in mice is embryonic lethal due to cardiac dysfunction that results in PHENO, a massive cardiac enlargement, wall thinning, and abnormalities in myofibril assembly [21].",MLC2,P10916,heart failure,HP:0001635,ft,Good-CoM
"Whether the factor has the same role in humans is of clinical interest because an inhibitor for PROT, denosumab, is already used for the treatment of bone disease [53] and might benefit PHENO patients.",RANKL,O14788,breast cancer,HP:0003002,ft,Good-CoM
Overexpression of members of the antiapoptotic B-cell PHENO 2 family have been identified in PROT-rearranged infant ALL.,MLL,Q03164,lymphoma,HP:0002665,ft,Good-CoM
"The efficacy of RANKL inhibition has been clearly demonstrated in the prevention of SREs in patients with bone metastasis caused by a variety of tumors, but given the breast-specific effects of PROT, PHENO may provide a unique opportunity to investigate both osteoclast-independent and -dependent pre-metastatic activities of RANKL.",RANKL,O14788,breast cancer,HP:0003002,ft,Good-CoM
"Mutations in PROT are linked to human giant PHENO (Bomont et al., 2000).",KLHL16,Q9H2C0,axonal neuropathy,HP:0003477,ft,Good-CoM
"The implication of PROT in CCA has also been supported by the study of a patient with 1q44 microdeletion and dysmorphic features, PHENO, hypotonia, marked developmental delay, and dysgenesis of the corpus callosum [7].",ZNF238,Q99592,seizures,HP:0001250,ft,Good-CoM
"We have recently revealed distinct expression of PROT, BMP4, and GDNF in human Sertoli cells between PHENO (NOA) patients with impaired spermatogenesis and obstructive azoospermia (OA) patients with normal spermatogenesis [18], suggesting that there might exist an association of these factors secreted by Sertoli cells and male infertility.",SCF,P21583,non-obstructive azoospermia,HP:0011961,ft,Good-CoM
"In patients with thalassemia, toxicity of iron for osteoblasts along with endocrine effects increase PROT and decrease OPG, thereby increasing the risk of PHENO (23, 24).",RANKL,O14788,osteoporosis,HP:0000939,ft,Good-CoM
"PROT-lowering drugs, such as metformin, may proof to be useful in lowering insulin levels and insulin resistance, decreasing body weight and improving cancer outcomes in patients with PHENO and type 2 diabetes.",Insulin,P01308,obesity,HP:0001513,ft,Good-CoM
"Further analyses of relevant data on pre-, and post-natal development and childhood cancers [e.g., neuroblastoma, B-lineage infant acute lymphoblastic leukemia (ALL), mixed lineage leukemia (PROT), myeloid leukemia-Downe syndrome-ML-DS or PHENO] suggest rapid aging or maturation of prenatal-embryonic tissues, accompanied by increased genomic mutations and progressive genomic instability and fusion, presenting embryonic hyperplastic cell growth patterns that favor abnormal proliferations of cell survival under hypoxic conditions [155 159].",MLL,Q03164,medulloblastoma,HP:0002885,ft,Bad-CoM
Results from the ongoing CANagliflozin cardioVascular Assessment Study (CANVAS; ClinicalTrials.gov Identifier: NCT01032629 [37]) and CANVAS-R (renal endpoints; NCT01989754 [38]) trials in patients with a history or high risk for PHENO are expected in 2017 and will help determine whether the improvements in cardiovascular outcomes seen with empagliflozin are representative of the PROT inhibitor class.,SGLT2,P31639,cardiovascular disease,HP:0001626,ft,Bad-CoM
"HeLa (cervical cancer) and MCF7 (PHENO) cells also displayed enhanced expression of both DR4 and DR5 in response to BFA, whereas HCT116 and MDA-MB231 (breast cancer) cells only showed significant upregulation of PROT mRNA.",DR5,O14763,breast cancer,HP:0003002,ft,Good-CoM
"In this study, we investigated the effect of RANKL from human embryonic trophoblasts and maternal DSCs on dM  differentiation and maternal fetal immune tolerance, and we analyzed the relationship of PROT production at the interface with PHENO.",RANKL,O14788,miscarriage,HP:0005268,ft,Bad-CoM
"In addition to the group of CML patients, we also investigated the expression profile of PROT/KMT2D and MLL3/KMT2C genes in other myeloproliferative diseases including polycythemia vera (N = 25), essential thrombocythemia (N = 35) and primary PHENO (N = 20).",MLL2,O14686,myelofibrosis,HP:0011974,ft,Bad-CoM
"Furthermore, in patients with cortical dysplasias and intractable PHENO, high expression of NKCC1 and abnormal subcellular distribution of PROT has been shown by 2 groups [9, 216].",KCC2,Q9H2X9,epilepsy,HP:0001250,ft,Good-CoM
"Thus, the mean changes in PROT expression and vWF in our study were smaller than, but within an order of magnitude of, the increases seen in patients with clinical PHENO.",CD40L,P29965,cardiovascular disease,HP:0001626,ft,Good-CoM
"Human MTC8 transporter mediates transport of thyroid hormones and the importance of transport for thyroid hormone signaling was revealed by the discovery that inactivating mutations in the human monocarboxylate transporter-8 (PROT) cause Allan-Herndon-Dudley syndrome, an X-linked developmental disorder characterized by PHENO, spasticity, muscle weakness, neurological problems, and cognitive impairment due to thyroid hormone deficiency in the CNS [127].",MCT8,P36021,hypotonia,HP:0001290,ft,Good-CoM
"PHENO-telangiectasia (A-T, ATM mutation), the related A-T like disease (ATLD, MRE11 mutation), Nijmegen breakage syndrome (NBS, PROT/NBN mutation) and the more recently identified NBS like disease (NBSLD, RAD50 mutation), all present with similar pathological outcomes in humans (Stracker and Petrini, 2011).",NBS1,O60934,Ataxia,HP:0001251,ft,Bad-CoM
"The use of valproate is contraindicated; it has been associated with PHENO in patients with PROT mutations, as well as epilepsia partialis continua.",POLG1,P54098,liver failure,HP:0001399,ft,Good-CoM
"For example, we recently identified delayed S-phase progression and impaired chromatin remodelling in WHS-patient LCLs attributable to haploinsufficiency of SLBP and/or PROT (NELF-A); phenotypes with implications for the maintenance of epigenetic memory, expansion of stem cell niches, and possibly microcephaly and PHENO (Kerzendorfer et al., 2012).",WHSC2,Q9H3P2,growth retardation,HP:0001510,ft,Good-CoM
Human PHENO SH-SY5Y cells and PROT-transformed cells were used as in vitro model; tail-suspended and forced-swim ICR mice were used as in vivo model.,HSP47,P50454,neuroblastoma,HP:0003006,ft,Bad-CoM
"Accumulating evidence emerging from human genetic studies suggests the involvement of GABA-A receptor subunit genes in schizophrenia (Lewis et al., 2003) and the genetic link between PROT and early-onset PHENO (Addington et al., 2005).",GAD67,Q99259,schizophrenia,HP:0100753,ft,Good-CoM
"Our recent studies suggest that PROT is a major player in human PHENO virus protease inhibitor-induced hepatic lipotoxicity in mice (Wang et al., 2013).",CHOP,P35638,immunodeficiency,HP:0002721,ft,Good-CoM
"PROT resistance and PHENO are common results among patients with MS, insulin resistance, type II diabetes, and essential hypertension, which are high risk factors of cardiovascular diseases and have an important role in the development of coronary artery disease [5].",Insulin,P01308,hyperinsulinemia,HP:0000842,ft,Bad-CoM
"A number of previous studies, using rodent models, demonstrated that several of these SGLT2 inhibitors can ameliorate fatty liver with significant body PHENO, and the weight reducing effects of various PROT inhibitors have also been documented in humans [11].",SGLT2,P31639,weight loss,HP:0001824,ft,Good-CoM
"Moreover, serum levels of PROT have been detected in patients with PHENO (60, 62, 63), acute coronary syndromes (61), and reperfusion after ischemic clamping during heart bypass surgery (64).",HSP27,P04792,atherosclerosis,HP:0002621,ft,Good-CoM
Genetic analyses of the human homolog of GLAST (PROT) in subjects with and without PHENO could bring new knowledge about the mechanisms underlying the vulnerability and resilience to tinnitus.,EAAT1,P43003,tinnitus,HP:0000360,ft,Good-CoM
"After obtaining negative results for Spinal PHENO, CMT panel (PMP 22 duplication/deletion/sequencing, Cx32, MPZ, EGR2, PRX, DGAP1, LITAF, MFN2), SOD1, SCA panel (SCA1, 2, 3, 6, 7, 8, 10, 17, PROT, FRDA1), and HSP panel (SPG3, SPG4, NIPA1) genetic tests, whole exome sequencing was performed on the affected patient at the Medical Genetics Laboratories, Baylor College of Medicine as a clinical diagnostic service.",DRPLA,P54259,Muscular Atrophy,HP:0003202,ft,Bad-CoM
"In traditional Chinese medicine, the clinical functions of KI9 and PROT are associated with the hepatic and renal detoxification functions, and these points can be used to treat nephritis and hepatitis as well as mental and psychosomatic disorders (such as mania, PHENO, and insomnia) in humans.",LR3,O75197,headache,HP:0002315,ft,Good-CoM
"The participation of CD40L in pro-inflammatory and autoimmune disease, such as arthritis, PHENO, organ rejection, autoimmune diabetes, inflammatory bowel disease, and SLE (28 32) has led to the clinical evaluation of antibody-mediated neutralization of PROT in human disease.",CD40L,P29965,nephritis,HP:0000123,ft,Good-CoM
"PROT has been shown to be associated with PHENO, metabolic syndrome, carotid intima-media thickness,  at-risk phenotype  in young severely obese patients, and chronic kidney disease, among others [18 20].",LAR,P10586,insulin resistance,HP:0000855,ft,Good-CoM
"In humans, mutations in the ANT1 gene are associated with progressive external PHENO (Sharer, 2005) and to our knowledge there are no reports that link DFNA5 to this disorder or, conversely, that link PROT to autosomal dominant deafness.",ANT1,P12235,ophthalmoplegia,HP:0000602,ft,Bad-CoM
"In fact, a previously unknown spliced variant transcript of AML1-ETO (AML1-ETO9a) in AML patients encoding a C-terminally truncated PROT-ETO protein, which could induce rapid development of PHENO in murine retroviral transduction-transplantation model, has been identified in a number of AML patients [70].",AML1,Q01196,leukemia,HP:0001909,ft,Good-CoM
"Mead and coworkers, following people up for 64 months, did not find an association between PROT and PHENO location but instead found increased PSF associated with female gender and older age [10].",PSF,Q16270,stroke,HP:0001297,ft,Bad-CoM
"Numerous cell types have been manipulated in hope to model the induction of PROT/ETS-mediated oncogenesis, including human rhabdomyosarcoma cells, human PHENO cells, mouse and human MPC, NIH3T3 fibroblasts, and human telomerase reverse transcriptase (hTERT)-immortalized human fibroblasts (Lessnick et al., 2002; Rorie et al., 2004; Hu-Lieskovan et al., 2005; Riggi et al., 2005, 2008).",EWS,Q01844,neuroblastoma,HP:0003006,ft,Bad-CoM
"Human patients with a homozygous mutation in Erv1/PROT exhibit respiratory-chain deficiency, myopathy, congenital cataract, sensorineural hearing loss, and PHENO [59, 91] (Figure 4).",ALR,P55789,delayed development,HP:0001263,ft,Good-CoM
"In infants, PROT is translocated in over 50% of PHENO [34,35], whereas translocations in adults are most often seen in patients having undergone chemotherapy [36].",MLL,Q03164,acute leukemias,HP:0002488,ft,Good-CoM
